City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
431,Iralaya,HN,15.0,-83.23,79.83,85,50,5.14,Rain
432,Northam,GB,51.03,-4.22,60.01,88,30,14.0,Clouds
433,Tessalit,ML,20.2,1.01,85.75,49,24,5.95,Clouds
434,Ambilobe,MG,-13.2,49.05,85.17,42,30,5.28,Clouds
435,Dawei,MM,14.08,98.2,87.01,64,100,6.35,Clouds
436,Champerico,GT,14.3,-91.92,66.99,96,100,10.89,Clouds
437,Batagay,RU,67.63,134.63,54.25,40,0,4.88,Clear
438,Lasa,IT,46.62,10.7,62.6,93,20,2.24,Clouds
439,Ojinaga,MX,29.57,-104.42,84.2,30,1,13.87,Clear
440,Kenai,US,60.55,-151.26,55.4,87,90,5.82,Clouds
441,Ostrovnoy,RU,68.05,39.51,56.21,60,15,8.43,Clouds
442,Saint-Louis,SN,16.33,-15.0,73.4,100,100,2.24,Rain
443,Taoudenni,ML,22.68,-3.98,90.45,34,0,0.54,Clear
444,Krasnyy Chikoy,RU,50.36,108.75,72.79,47,92,3.6,Clouds
445,Hay River,CA,60.82,-115.8,55.4,100,90,3.36,Clouds
446,Laviana,ES,43.23,-5.53,70.0,74,30,2.95,Clouds
447,Rudnichnyy,RU,59.62,52.47,61.99,78,36,3.8,Clouds
448,Liwale,TZ,-9.77,37.93,72.23,70,72,4.83,Clouds
449,Lata,PT,40.16,-8.33,66.99,99,9,5.01,Clear
450,Kempele,FI,64.91,25.5,52.0,87,96,4.7,Clouds
451,Hofn,IS,64.25,-15.21,49.87,78,11,0.78,Clouds
452,Faanui,PF,-16.48,-151.75,76.23,84,66,17.58,Clouds
453,San Jeronimo,PE,-11.95,-75.28,47.52,67,18,1.59,Clouds
454,Ayagoz,KZ,47.97,80.44,68.04,33,0,10.27,Clear
455,Saint-Augustin,CA,51.23,-58.65,57.6,95,100,20.69,Rain
456,Katangli,RU,51.71,143.23,67.17,65,72,13.73,Clouds
457,San Rafael,AR,-34.62,-68.33,49.84,70,93,6.76,Clouds
458,Malinovoye Ozero,RU,51.68,79.78,71.64,40,27,12.12,Clouds
459,Dudinka,RU,69.41,86.18,64.4,63,49,6.71,Rain
460,Bayanday,RU,53.07,105.51,67.68,52,97,13.18,Clouds
461,Cozumel,MX,20.51,-86.95,82.4,100,75,8.05,Clouds
462,Bella Vista,US,36.43,-94.23,77.0,69,1,3.36,Clear
463,Vanderhoof,CA,54.02,-124.02,51.89,68,100,4.61,Clouds
464,Iguape,BR,-24.71,-47.56,57.6,87,2,3.78,Clear
465,Parau,NZ,-36.97,174.61,53.6,76,41,16.11,Clouds
466,Voronovytsya,UA,49.11,28.68,57.2,93,90,6.71,Clouds
467,Bilibino,RU,68.05,166.44,44.08,80,100,2.44,Clouds
468,North Bend,US,43.41,-124.22,57.2,93,90,14.99,Clouds
469,Kavaratti,IN,10.57,72.64,86.0,70,40,6.93,Clouds
470,Iskateley,RU,67.68,53.15,60.69,75,85,6.29,Clouds
471,Laurel,US,39.1,-76.85,75.0,73,1,5.82,Clear
472,Pustoshka,RU,56.34,29.37,55.13,89,41,6.62,Clouds
473,Port Hardy,CA,50.7,-127.42,51.8,93,20,3.36,Clouds
474,Dzaoudzi,YT,-12.79,45.27,80.6,69,2,5.82,Clear
475,Khandyga,RU,62.67,135.6,62.2,33,11,4.05,Clouds
476,Melchor De Mencos,GT,17.07,-89.15,79.0,83,100,2.46,Clouds
477,Kinshasa,CD,-4.32,15.32,73.4,83,75,6.93,Clouds
478,Morondava,MG,-20.28,44.28,76.55,64,5,3.51,Clear
479,Vila Franca Do Campo,PT,37.72,-25.43,73.4,88,40,12.75,Clouds
480,Barrhead,GB,55.8,-4.39,53.6,93,100,2.24,Rain
481,Nuristan,AF,35.3,70.83,52.93,75,90,6.49,Rain
482,Betioky,MG,-23.72,44.38,77.94,40,0,8.95,Clear
483,Yarada,IN,17.65,83.27,86.0,84,90,2.24,Mist
484,Malu Mare,RO,44.23,23.87,68.0,72,7,4.7,Clear
485,Ayan,RU,56.45,138.17,54.7,90,100,12.62,Clouds
486,Aanekoski,FI,62.69,25.82,53.01,81,25,5.82,Clouds
487,Xichang,CN,27.9,102.26,83.26,46,0,2.75,Clear
488,Pundaguitan,PH,6.37,126.17,84.11,76,7,14.72,Clear
489,Miri,MY,4.41,114.01,86.0,74,40,10.29,Clouds
490,Mafeteng,LS,-29.82,27.24,55.69,31,95,2.93,Clouds
491,Mao,ES,39.89,4.27,73.4,94,0,1.12,Clear
492,Gat,IL,31.61,34.76,81.0,46,0,3.0,Clear
493,Zhigansk,RU,66.77,123.37,57.06,37,0,4.7,Clear
494,Yining,CN,29.04,114.56,88.99,49,44,8.1,Clouds
495,Puerto Baquerizo Moreno,EC,-0.9,-89.6,65.64,86,44,9.71,Clouds
496,Novobirilyussy,RU,56.95,90.67,62.38,80,100,7.05,Rain
497,Markala,ML,13.7,-6.07,73.98,90,100,7.25,Clouds
498,Port Blair,IN,11.67,92.75,86.2,69,92,12.3,Clouds
499,Nizhneudinsk,RU,54.91,99.03,69.6,50,84,6.4,Clouds
500,Alpinopolis,BR,-20.86,-46.39,49.78,77,83,3.67,Clouds
501,Bismarck,US,46.81,-100.78,75.99,94,1,8.05,Clear
502,La Cruz,MX,23.92,-106.9,82.99,82,29,1.99,Rain
503,The Valley,AI,18.22,-63.06,82.4,83,40,8.05,Rain
504,Eenhana,NA,-17.47,16.33,62.6,48,0,4.7,Clear
505,Bristol,US,41.83,-71.17,68.0,60,1,4.7,Clear
506,Amazar,RU,53.86,120.88,67.32,39,19,6.04,Clouds
507,Adeje,ES,28.12,-16.73,73.4,83,13,4.7,Clouds
508,Beirut,LB,33.89,35.49,80.01,39,0,1.01,Clear
509,Roma,US,43.21,-75.46,57.99,71,1,5.82,Clear
510,Dunedin,NZ,-45.87,170.5,51.01,50,77,4.14,Clouds
511,Nuuk,GL,64.18,-51.72,46.4,81,1,5.82,Clear
512,Sao Joao Da Barra,BR,-21.64,-41.05,63.86,80,36,17.16,Clouds
513,Shu,KZ,43.6,73.76,82.94,29,86,13.47,Clouds
514,Santarem,BR,-2.44,-54.71,73.4,100,0,2.24,Clear
515,Sitangkai,PH,4.66,119.39,85.71,68,4,10.16,Clear
516,Ancud,CL,-41.87,-73.82,46.99,100,75,2.24,Clouds
517,Little Current,CA,45.98,-81.92,55.4,76,90,6.93,Clouds
518,Ankazoabo,MG,-22.28,44.52,79.34,38,0,6.76,Clear
519,Beidao,CN,34.57,105.89,86.29,42,0,0.63,Clear
520,North Myrtle Beach,US,33.82,-78.68,80.6,83,1,6.93,Clear
521,Nouadhibou,MR,20.93,-17.03,75.2,78,100,10.29,Clouds
522,Santiago Del Estero,AR,-27.8,-64.26,68.43,42,8,10.47,Rain
523,Mbaiki,CF,3.87,17.99,70.75,96,100,1.57,Clouds
524,Zapadnaya Dvina,RU,56.26,32.07,57.81,90,84,7.96,Clouds
525,Grand-Lahou,CI,5.14,-5.02,71.73,91,31,4.27,Clouds
526,Utete,TZ,-7.99,38.76,80.96,65,93,1.01,Clouds
527,Grindavik,IS,63.84,-22.43,46.4,81,75,2.24,Clouds
528,Shikarpur,PK,27.96,68.64,84.2,79,75,4.7,Haze
529,Doka,SD,13.52,35.77,73.35,91,83,6.38,Rain
530,Moroto,UG,2.53,34.67,69.28,67,3,8.3,Clear
531,Mahibadhoo,MV,3.78,72.97,83.71,71,100,11.34,Clouds
532,Afzalgarh,IN,29.4,78.68,90.54,62,5,3.8,Clear
533,Grand Gaube,MU,-20.01,57.66,73.99,72,32,8.99,Clouds
534,Road Town,VG,18.42,-64.62,82.99,90,2,1.01,Clear
535,Isangel,VU,-19.55,169.27,73.4,88,90,5.82,Clouds
536,Adrar,MR,20.5,-10.07,85.82,48,65,8.5,Clouds
537,Hamilton,US,39.18,-84.53,75.0,94,75,3.36,Rain
538,Isla Vista,US,34.41,-119.86,69.01,88,1,4.7,Clear
539,Seoul,KR,37.57,126.98,93.2,56,75,16.11,Clouds
540,Brae,GB,60.4,-1.35,50.0,66,90,11.41,Clouds
541,Vezirkopru,TR,41.14,35.45,68.0,42,0,5.82,Clear
542,Mayo,US,38.89,-76.51,78.01,83,1,6.93,Clear
543,Berwick,US,41.05,-76.23,64.0,92,0,2.84,Clear
544,Bardiyah,LY,31.76,25.09,79.16,75,0,13.58,Clear
545,Kelheim,DE,48.92,11.87,66.99,63,1,4.7,Clear
546,Tsaghkahovit,AM,40.63,44.22,59.0,58,0,2.24,Clear
547,Ohara,JP,35.25,140.38,96.01,66,40,8.05,Clouds
548,Masterton,NZ,-40.96,175.66,48.0,73,41,3.0,Clouds
549,Poum,NC,-20.23,164.02,70.68,75,49,15.57,Clouds
550,Saint-Francois,FR,46.42,3.91,64.0,76,95,1.99,Clouds
551,Taitung,TW,22.76,121.14,80.6,78,75,5.82,Rain
552,Karatau,KZ,43.17,70.47,63.25,85,99,3.83,Rain
553,Botou,CN,38.07,116.57,82.98,65,100,8.03,Clouds
554,Baghdad,IQ,33.34,44.4,87.8,23,0,10.29,Clear
555,Amuntai,ID,-2.42,115.25,95.59,39,87,2.42,Clouds
556,Sabzevar,IR,36.21,57.68,72.84,28,0,10.96,Clear
557,Urumqi,CN,43.8,87.6,66.2,55,91,4.47,Clouds
558,San Pedro,PH,14.35,121.02,90.0,66,31,18.34,Clouds
559,Naze,JP,28.37,129.48,80.6,94,75,31.09,Rain
560,Ulladulla,AU,-35.35,150.47,60.8,48,1,13.87,Clear
561,Huarmey,PE,-10.07,-78.15,60.46,86,32,10.27,Clouds
562,Krasnyy Kut,RU,50.95,46.97,79.97,24,6,7.05,Clear
563,Mwanza,TZ,-2.52,32.9,71.6,73,20,11.41,Clouds
564,Grajau,BR,-5.82,-46.14,73.13,67,40,2.17,Clouds
565,Ridgecrest,US,35.62,-117.67,86.0,26,0,5.68,Clear
566,Flinders,AU,-34.58,150.86,63.0,54,0,4.0,Clear
567,Hit,IQ,33.64,42.83,93.83,11,0,14.41,Clear
568,Slave Lake,CA,55.28,-114.77,57.2,67,40,6.93,Clouds
569,Kruisfontein,ZA,-34.0,24.73,57.0,80,48,1.99,Clouds
570,San Juan De Flores,HN,14.27,-87.03,68.65,86,100,0.76,Rain
571,Khor,RU,47.89,134.95,79.29,74,91,8.08,Rain
572,Maunabo,PR,18.01,-65.9,81.0,92,8,1.99,Rain
573,Tezu,IN,27.92,96.17,96.66,43,3,3.18,Clear
574,Iranduba,BR,-3.28,-60.19,82.4,74,70,5.82,Clouds
575,Tolaga Bay,NZ,-38.37,178.3,47.55,78,38,4.38,Clouds
576,Riverton,US,40.52,-111.94,77.0,41,1,9.17,Clear
577,Sabang,ID,5.89,95.32,83.64,74,98,11.39,Clouds
578,Kalabo,ZM,-14.97,22.68,65.53,27,0,7.16,Clear
579,Batesville,US,35.77,-91.64,78.8,83,40,4.7,Clouds
580,Geraldton,AU,-28.77,114.6,69.8,43,0,16.11,Clear
581,Fenoarivo Atsinanana,MG,-17.37,49.42,73.4,76,40,3.71,Rain
582,San Isidro,PE,-12.12,-77.05,60.8,87,90,13.87,Clouds
583,Wattegama,LK,6.8,81.48,91.4,63,75,10.29,Clouds
584,Birjand,IR,32.87,59.22,73.4,31,0,9.17,Clear
585,Okhotsk,RU,59.38,143.3,52.68,79,100,12.39,Clouds
586,Xai-Xai,MZ,-25.05,33.64,71.87,61,0,13.98,Clear
587,Ghanaur,IN,30.33,76.61,91.42,57,7,6.29,Rain
588,Gushikawa,JP,26.35,127.87,78.8,94,75,25.28,Rain
589,Sept-Iles,CA,50.2,-66.38,55.0,87,40,10.29,Clouds
590,Nogliki,RU,51.83,143.17,66.52,66,74,14.61,Clouds
591,Abu Kamal,SY,34.45,40.92,87.48,27,0,9.51,Clear
592,Atambua,ID,-9.11,124.89,84.25,41,52,6.69,Clouds
593,Tsabong,BW,-26.02,22.4,61.99,28,70,2.93,Clouds
594,Zyryanka,RU,65.75,150.85,48.72,68,98,8.16,Clouds
595,Panama City,PA,8.99,-79.52,77.0,83,100,13.87,Clouds
596,Olafsvik,IS,64.89,-23.71,47.46,76,90,3.04,Clouds
597,Turukhansk,RU,65.82,87.98,67.12,54,100,7.81,Clouds
598,Ambanja,MG,-13.68,48.45,84.65,46,11,0.92,Clouds
599,Santa Vitoria Do Palmar,BR,-33.52,-53.37,57.87,89,99,7.99,Clouds
600,Lakes Entrance,AU,-37.88,147.98,59.0,52,0,1.01,Clear
601,Jatiroto,ID,-7.88,111.12,87.8,55,20,11.41,Clouds
602,Benjamin Constant,BR,-4.38,-70.03,69.57,75,80,1.28,Clouds
603,Demba,CD,-5.51,22.27,77.31,61,0,2.68,Clear
604,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,51.8,100,90,11.18,Rain
605,Omboue,GA,-1.57,9.26,74.73,87,89,7.05,Rain
606,Lere,NG,10.39,8.57,66.72,96,99,4.27,Clouds
607,Nushki,PK,29.55,66.02,83.12,57,100,10.51,Rain
608,Tocache,PE,-8.18,-76.51,69.04,76,67,0.85,Clouds
609,Mananara,MG,-16.17,49.77,72.37,87,74,6.15,Rain
610,Concepcion Del Oro,MX,24.63,-101.42,61.88,71,70,6.06,Clouds
611,Buchanan,LR,5.88,-10.05,75.2,94,75,7.81,Clouds
612,Hokitika,NZ,-42.72,170.97,47.77,80,49,9.42,Rain
613,Wucheng,CN,29.6,118.17,82.54,81,69,6.35,Rain
614,Panaba,MX,21.28,-88.27,77.65,93,98,8.66,Clouds
615,Komsomolskiy,UZ,40.43,71.72,78.8,36,99,6.93,Clouds
616,Pavino,RU,59.11,46.14,64.35,72,76,6.71,Clouds
617,Kareli,IN,22.92,79.07,80.22,78,89,13.2,Clouds
618,Nortelandia,BR,-14.45,-56.8,76.05,53,21,4.54,Clouds
619,Mumford,GH,5.26,-0.76,72.14,92,31,3.33,Clouds
620,Yuzhno-Kurilsk,RU,44.03,145.86,72.55,78,14,8.14,Clouds
621,Maun,BW,-19.98,23.42,60.8,44,0,4.7,Clear
622,Ornskoldsvik,SE,63.29,18.72,48.2,76,24,11.41,Clouds
623,Sangar,RU,63.92,127.47,61.12,34,0,3.89,Clear
624,Brentwood,US,40.78,-73.25,73.0,64,1,5.82,Clear
625,Carutapera,BR,-1.2,-46.02,73.85,90,0,2.93,Clear
626,Rancho Palos Verdes,US,33.74,-118.39,72.0,80,0,3.0,Clear
627,Honningsvag,NO,70.98,25.97,46.4,87,75,3.36,Clouds
628,Qaqortoq,GL,60.72,-46.03,41.0,80,40,3.36,Clouds
629,Itigi,TZ,-5.7,34.48,68.29,59,0,10.45,Clear
630,Moussoro,TD,13.64,16.49,75.15,80,100,7.49,Rain
631,Kieta,PG,-6.22,155.63,83.46,76,5,6.69,Rain
632,Zhicheng,CN,30.3,111.5,91.38,49,0,3.56,Clear
633,Port-Cartier,CA,50.03,-66.87,55.0,87,40,10.29,Clouds
634,Aswan,EG,24.09,32.91,93.38,18,0,8.43,Clear
635,Panzhihua,CN,26.59,101.71,86.0,44,0,1.63,Clear
636,Novikovo,RU,51.15,37.89,69.19,47,64,10.74,Clouds
637,Grafton,US,42.21,-71.69,64.99,63,1,6.93,Clear
638,Borogontsy,RU,62.67,131.17,61.83,36,0,6.2,Clear
639,Constantine,DZ,36.37,6.61,60.8,72,0,2.24,Clear
640,La Esperanza,GT,14.87,-91.57,66.99,100,100,2.71,Rain
641,Tahe,CN,52.33,124.73,65.46,58,55,8.01,Rain
642,Ternate,ID,0.8,127.4,83.23,73,25,10.11,Rain
643,Kuusamo,FI,65.97,29.18,51.8,71,97,6.93,Clouds
644,Flin Flon,CA,54.77,-101.86,52.14,97,100,5.48,Clouds
645,Maliq,AL,40.71,20.7,64.4,77,0,5.82,Clear
646,Kalmunai,LK,7.42,81.82,90.41,53,100,7.92,Clouds
647,Manavgat,TR,36.79,31.44,84.2,48,0,3.62,Clear
648,Pimentel,PE,-6.84,-79.93,59.14,91,1,11.41,Clear
649,Severnyy,RU,50.68,36.55,66.2,52,40,6.71,Clouds
650,Soyo,AO,-6.13,12.37,75.2,94,75,3.36,Clouds
651,Mandalgovi,MN,45.76,106.27,84.11,16,66,21.16,Clouds
652,Cravo Norte,CO,6.3,-70.2,75.38,87,96,3.27,Clouds
653,Moron,AR,-34.65,-58.62,63.0,93,85,1.99,Rain
654,Ushtobe,KZ,45.25,77.98,79.02,27,2,21.81,Clear
655,Marfino,RU,55.7,37.38,64.4,93,40,4.47,Clouds
656,Batasan,PH,12.77,120.78,85.68,69,86,7.76,Clouds
657,Ilawa,PL,53.6,19.57,62.01,73,79,3.0,Clouds
658,Springdale,US,36.19,-94.13,78.8,57,75,3.36,Clouds
659,Liverpool,GB,53.41,-2.98,59.0,93,90,23.04,Rain
660,Golden,US,39.76,-105.22,75.99,51,80,1.01,Clouds
661,Puerto Penasco,MX,31.32,-113.53,89.01,81,66,5.99,Clouds
662,Beyneu,KZ,45.32,55.2,82.18,19,0,2.71,Clear
663,Niteroi,BR,-22.88,-43.1,62.6,77,20,4.7,Clouds
664,Schneeberg,DE,50.6,12.63,63.0,80,74,28.01,Rain
665,Djenne,ML,13.91,-4.55,74.28,88,96,9.31,Clouds
666,Skibbereen,IE,51.55,-9.27,51.8,93,75,5.82,Clouds
667,Avera,US,33.19,-82.53,77.0,88,40,2.95,Haze
668,Emerald,AU,-23.53,148.17,75.2,23,0,8.05,Clear
669,Christchurch,NZ,-43.53,172.63,51.01,57,0,8.05,Clear
670,Jacareacanga,BR,-6.22,-57.75,75.0,74,28,1.83,Clouds
671,Zhanaozen,KZ,43.3,52.8,78.73,25,0,3.98,Clear
672,Ivanivka,UA,46.72,34.55,75.65,35,44,4.61,Clouds
673,Barranca,PE,-10.75,-77.77,60.87,86,70,8.88,Clouds
674,Vernon,CA,50.26,-119.27,59.0,62,1,2.24,Clear
675,Bilma,NE,18.69,12.92,86.45,48,2,4.25,Clear
676,Changping,CN,40.22,116.22,93.99,70,95,4.47,Mist
677,Kashi,CN,39.45,75.98,89.6,18,31,2.24,Clouds
678,Ginda,IN,30.69,78.49,86.0,74,40,4.7,Haze
679,Vanimo,PG,-2.67,141.3,86.09,65,30,8.46,Clouds
680,Karachev,RU,53.12,34.99,59.0,93,90,11.18,Clouds
681,Kumluca,TR,36.37,30.29,86.58,45,0,4.72,Clear
682,Cantapoy,PH,9.49,125.44,83.73,68,83,7.18,Clouds
683,Pontes E Lacerda,BR,-15.23,-59.34,75.45,46,29,2.51,Clouds
684,Belaya Gora,RU,68.53,146.42,49.95,49,85,8.21,Clouds
685,Sao Lourenco Do Oeste,BR,-26.36,-52.85,53.46,76,0,6.46,Clear
686,Kaberamaido,UG,1.74,33.16,70.23,85,26,5.03,Clouds
687,Igarka,RU,67.47,86.58,66.0,52,89,7.2,Clouds
688,Sorrento,IT,40.63,14.37,78.01,88,0,4.68,Clear
689,Nikolayevsk-Na-Amure,RU,53.14,140.73,64.02,70,87,7.25,Clouds
690,Warrington,GB,53.39,-2.58,59.0,93,90,23.04,Rain
691,Pauini,BR,-7.71,-66.98,70.36,56,24,1.77,Clouds
